Designator,Mid X,Mid Y,Layer,Rotation
C1,174.685,-110.83,top,180
C2,175.135,-105.49,top,0
C3,179.39636,-100.318639,top,90
C4,177.770015,-100.318639,top,90
C6,174.67,-112.46,top,180
C7,196.723,-104.126,top,90
C8,181.02,-100.725,top,90
C9,178.36,-115.14,top,-90
C10,181.33,-116.92,top,180
C11,175.535,-103.73,top,180
C12,187.915,-116.78,top,180
C13,181.345,-118.49,top,180
C14,186,-126.37,top,0
C15,192.899,-101.727,top,0
C16,192.927,-103.378,top,0
C17,185.975,-120.75,top,0
C18,123.571,-105.537,top,-90
C21,189.05,-126.615,top,90
C89,123.571,-109.601,top,90
J1,136.065,-117.57,top,-90
J2,204.01,-122.41,top,90
J3,138.64,-102.87,top,0
J18,197.7454,-91.6954,top,180
R1,139.49,-113.65,top,180
R2,182.62,-100.7,top,90
R3,174.684999,-114.05,top,0
R5,197.94,-96.87,top,-90
R8,189.14,-100.65,top,-90
R9,187.52,-100.67,top,-90
R10,185.94,-100.67,top,-90
R13,184.37,-100.66,top,-90
R29,134.968,-87.833,top,0
R30,134.963,-94.143,top,0
R31,134.948,-91.003,top,180
R33,134.953,-89.433,top,180
R34,134.963,-92.583,top,180
R35,134.05,-96.675,top,-90
R37,192.913,-105.029,top,0
R38,198.247,-104.126,top,90
R39,134.971,-84.582,top,180
R40,134.94,-101.18,top,180
R41,134.975,-82.84,top,0
R42,134.965,-99.48,top,0
R43,134.943,-86.233,top,180
R44,135.74,-96.65,top,-90
SW1,174.57,-116.78,top,-90
U1,195.326,-109.474,top,0
U2,184.4025,-109.22,top,0
U3,186.11,-123.52,top,90
U4,174.93,-108.24,top,90
U5,153.001137,-95.377384,top,90
U6,178.488885,-102.98969,top,0
U7,123.952,-83.82,top,0
U8,129.159,-107.569,top,90
U9,138.742448,-95.402303,top,90
U10,166.997713,-95.354302,top,90
U11,181.140706,-95.340182,top,90
